网传
小景, 0.670597493648529
误传, 0.6210245490074158
停致, 0.6046625375747681
陈晓, 0.6029329895973206
主是, 0.5980108976364136
六月, 0.5940958857536316
校在, 0.5929220914840698
燕京, 0.5919491052627563
云襄传, 0.5875037908554077
杭州动物园, 0.5870718359947205
成都第四十九中学, 0.5846987366676331
开拍, 0.5835009217262268
知行, 0.5815529227256775
苏州乐园, 0.5808274745941162
技校, 0.574771523475647
藏影, 0.5652970671653748
不实, 0.5648976564407349
Hqk, 0.5646995902061462
澄清, 0.5622411370277405
龙路, 0.5602092742919922
颜值
长相, 0.9715243577957153
司, 0.8056400418281555
帅哥, 0.7742925882339478
副处长, 0.7508294582366943
娱乐八卦, 0.7294068932533264
送外卖, 0.6938191652297974
单立人, 0.6865527629852295
轻松一刻, 0.6494566798210144
痛哭Mr, 0.644440233707428
金牌, 0.6407095193862915
41, 0.6364110112190247
抱起来, 0.6279702186584473
赚, 0.6266843676567078
搞笑幽默, 0.6107746362686157
喜剧, 0.6086843013763428
果敢, 0.5955988168716431
痛哭搞笑幽默, 0.5887942314147949
痛哭, 0.5722019672393799
镜头, 0.5695090293884277
岭, 0.5694482922554016
事发
运钞车, 0.6911507844924927
坠桥, 0.6818739175796509
一个半, 0.6696143746376038
撞断, 0.6635869741439819
打水, 0.657501220703125
桥下, 0.656521737575531
四五天, 0.6556304097175598
麦积, 0.6555577516555786
猛打, 0.6439124345779419
爆炸事件, 0.6400135159492493
冲断, 0.6375216245651245
望江县, 0.6375145316123962
送院, 0.6361157894134521
击穿, 0.6347880959510803
坠下, 0.6328469514846802
飞出, 0.6326069831848145
步枪, 0.6298542618751526
留信, 0.6292601227760315
受皮, 0.6267814040184021
小欣, 0.6245402097702026
湘西
钢火, 0.6526821255683899
湖南湖南, 0.6473354697227478
焰火, 0.6286374926567078
沈从文, 0.6274653673171997
凤凰县, 0.5935320854187012
土家, 0.5909128785133362
锅巴, 0.5737236738204956
凤凰古城, 0.5560553669929504
剁椒, 0.5551026463508606
懒人, 0.5341077446937561
山水, 0.5310189127922058
乡下人, 0.5271681547164917
坪, 0.5207428932189941
舞龙舞狮, 0.5171525478363037
遗, 0.5157264471054077
砂锅, 0.5153953433036804
几盘, 0.5111076235771179
非遗, 0.5021699070930481
▫, 0.499295175075531
胡好, 0.49915629625320435
核酸检测
阴性, 0.867777943611145
检测, 0.7964251041412354
核酸, 0.7594199180603027
阳性, 0.7554547786712646
三门峡市, 0.7436365485191345
义马市, 0.7418121099472046
血清学, 0.7078580856323242
抵京, 0.7077724933624268
强化措施, 0.7044919729232788
全员, 0.6975843906402588
环境检测, 0.6933889389038086
泰达医院, 0.6918988227844238
IgG, 0.6907097101211548
采样, 0.6857916712760925
物流园, 0.6845468878746033
庄胜广场, 0.6808859705924988
立即行动, 0.680462121963501
协查, 0.6767836213111877
瑞丽市, 0.676726222038269
应检尽检, 0.6757437586784363
免单
平论, 0.6831895112991333
活动期间, 0.6824817061424255
奥普, 0.6598435640335083
家装, 0.6483385562896729
小黄帽, 0.6348508596420288
劵, 0.6322952508926392
轻薄, 0.6262660026550293
赞, 0.625217080116272
险我是, 0.623481035232544
旺旺, 0.622256875038147
运费, 0.6214317679405212
险地主家, 0.6212275624275208
水润, 0.620294451713562
险逗比, 0.619303822517395
旗舰店, 0.6180834174156189
不粘, 0.6174233555793762
险小丸子, 0.6092134118080139
小白菜, 0.6072168946266174
等额, 0.6064046621322632
旺旺食品, 0.6051332950592041
佩戴口罩
喷嚏, 0.7147674560546875
威斯敏斯特大学, 0.6998000144958496
甄宝, 0.6962613463401794
丞星, 0.6941216588020325
捂口, 0.6940951943397522
考点, 0.6898861527442932
一米线, 0.6787732243537903
BVLGARI, 0.6754308938980103
勤洗手, 0.6727885603904724
批发, 0.6717943549156189
丞丞将, 0.6665136218070984
hTnPv, 0.6655718088150024
014, 0.663661777973175
亚洲国家, 0.662782609462738
空气流通, 0.6556146740913391
h0LvH, 0.6512142419815063
簇拥, 0.6501937508583069
簇拥着, 0.6485499739646912
佩戴, 0.645575761795044
摘下, 0.6390823721885681
集中隔离
医学观察, 0.8110270500183105
密切接触, 0.7622197866439819
定点医院, 0.7222970724105835
来平, 0.7096476554870605
陆路, 0.7069389820098877
深圳市第三人民医院, 0.7014248967170715
河北籍, 0.6999130845069885
银川市政府, 0.699762761592865
隔离, 0.6997137665748596
无症状, 0.6972166299819946
该例, 0.6952760219573975
第八版, 0.694873571395874
疫情通报, 0.6946461796760559
上海浦东机场, 0.6943968534469604
日第, 0.6943584084510803
杨北, 0.6914555430412292
感染者, 0.6909592151641846
泰达医院, 0.6902870535850525
酒仙桥, 0.6894975304603577
肯尼亚, 0.6833081245422363
北大
北京大学, 0.8005800247192383
建校, 0.6717506051063538
张俊成, 0.6525654792785645
学位授予, 0.6268214583396912
五四运动, 0.612982451915741
中公, 0.5864048004150391
承诺cr, 0.5400907397270203
许诺, 0.5300635695457458
增添了, 0.516254723072052
祁某, 0.5124550461769104
纪念日, 0.5067191123962402
才女, 0.5042847394943237
校庆, 0.49593624472618103
神童, 0.4941638708114624
考上, 0.4821688234806061
补办, 0.48108938336372375
南平, 0.47748667001724243
102, 0.4737447202205658
王建国, 0.47352880239486694
那年, 0.47063443064689636
奇林峡
日喀则, 0.9455491304397583
西藏, 0.8810744285583496
景区, 0.7610646486282349
喜马拉雅山, 0.7569155693054199
喜马拉雅山脉, 0.7555016875267029
不可错过, 0.7441277503967285
几百万年, 0.7419543862342834
西藏日喀则, 0.7397751808166504
玉帝, 0.7389264702796936
